text,user_id,topic,source,timestamp
"Dhoni century kottadu, chalaa manchi performance",user_061,cricket,youtube,2024-05-04
"ott release rrepu Dragon, mnam choodali together inlo loo",user_001,movies,facebook,2024-03-11
"stomach issue undi nEnu, doctor at velali eeroju",user_091,health,instagram,2024-05-07
"ticket book chesanu Dragon koosam, chaala excited",user_001,movies,twitter,2024-03-26
"minister speech baagundi ledu, promises only chestunnadu",user_128,politics,twitter,2024-06-28
"ee week chala busy ga undi, tired anipistuntundi naenu",user_116,general,telegram,2024-03-09
"Samsung vs OnePlus comparison chuudali, which better undi",user_006,technology,youtube,2024-01-04
"election results repuu vastunnai, vote chesara nuvvu",user_032,politics,youtube,2024-01-06
"data science course join chesanu, chala useful undi",user_009,technology,instagram,2024-03-19
"mobile chala interesting, learn kavalli naenu",user_045,technology,facebook,2024-06-29
"software update release ayyindi, bugs fix ayyai",user_015,technology,instagram,2024-05-24
"interval block chaala thrilling, Dragon hit avutundi anipistundi",user_025,movies,facebook,2024-05-12
"political rally loo crowd chala ekkuva, speech inspiring undi",user_007,politics,twitter,2024-03-20
"traffic chalaaa ekkuva ee rooju, office late ayyanu",user_004,general,instagram,2024-06-02
"movie review: Devara story bagundi, visuals chalaaa manchii",user_025,movies,linkedin,2024-04-19
"lunch lo roti curry tinna, chalaaa santosham nenu",user_002,food,twitter,2024-01-20
YSRCP vs AAP debate chalaa intense ga unndi,user_040,politics,instagram,2024-05-06
"ticket book chesanu Salaar kosam, chalaa excited",user_015,movies,twitter,2024-04-30
"gongura chicken recipe try chesanu, chala easy ga undhi",user_109,food,telegram,2024-02-21
"Sunday special biryani chestanu, family all ishtam",user_097,food,instagram,2024-03-23
"MTR new branch open ayyindi, eeroju try chedam",user_029,food,twitter,2024-03-18
"interval block chaala thrilling, Guntur Kaaram hit avutundi anipistundi",user_025,movies,linkedin,2024-02-06
"data science course join chesanu, chaala useful undi",user_022,technology,youtube,2024-03-19
"study chesanu physics koosam, chalaaa difficult unndi",user_135,education,facebook,2024-06-04
"interval block chalaaa thrilling, Devara hit avutundi anipistundi",user_028,movies,facebook,2024-04-28
"friends tho outing ki vellaali repuu, excited nenu",user_071,general,whatsapp,2024-03-26
"ticket book chesanu Devara koosam, chala excited",user_025,movies,twitter,2024-03-15
"stomach issue chala ekkuva undi, rest teesukuntunna",user_064,health,twitter,2024-02-05
"mobile chaala interesting, learn kavalli naenu",user_013,technology,twitter,2024-04-19
"semester results manchi, family santhosam unndi",user_088,education,youtube,2024-05-03
"SSC result rrepu vastundi, nervous ga undi naenu",user_005,education,instagram,2024-02-10
"app crash avutundi, fix how telusu ledhu naenu",user_037,technology,telegram,2024-03-14
"tech conference ee rooju, software talk chalaa manchii",user_012,technology,facebook,2024-06-22
"election campaign start ayyindi, manam vote kosam BJP",user_033,politics,twitter,2024-04-21
"IPL finals eeroju chudali, chalaa excited naenu",user_093,cricket,twitter,2024-01-11
"new year resolution follow chesanu, manchii progress",user_024,general,twitter,2024-06-26
"AIIMS Hyderabad lo appointment fix chesanu, waiting unndi nenu",user_042,health,twitter,2024-05-22
"Realme vs Samsung comparison choodali, which better unndi",user_100,technology,twitter,2024-06-28
"diet follow chesanu, weight reduce avutundi slowly",user_086,health,instagram,2024-06-24
"food delivery order chesanu, dosa raaavaali kosaam waiting unndi nenu",user_144,food,twitter,2024-04-26
"team selection bagundhi ledu, Rohit ledhu select chesaru",user_040,cricket,instagram,2024-06-16
"politics loo corruption chalaaa ekkuva undhi, change kavali",user_002,politics,youtube,2024-02-26
"cinema chuudali velali ee rooju, HanuMan release ayyindi",user_015,movies,linkedin,2024-02-11
"Vijay Deverakonda performance chalaa manchii, fans happy unnaru",user_094,movies,instagram,2024-06-07
"Pushpa 2 bgm chala baagundi, oka sari vintanu",user_044,movies,twitter,2024-03-27
"movie review: Pushpa 2 story baagundi, visuals chalaa manchi ga",user_011,movies,facebook,2024-03-12
"AIIMS Hyderabad loo treatment chesaru, chalaaa manchi doctors",user_014,health,twitter,2024-04-03
"interval block chala thrilling, Dragon hit avutundi anipistundi",user_030,movies,twitter,2024-04-23
KKR win chesindi bro! celebration time undhi,user_009,cricket,twitter,2024-06-24
"Kalki bgm chaala baagundi, oka sari vintanu",user_015,movies,instagram,2024-04-27
"restaurant lo gongura chicken order chesanu, taste chala manchi ga",user_023,food,twitter,2024-03-09
"Congress government new scheme announce chesindi, manchii undi",user_055,politics,instagram,2024-04-29
"ticket book chesanu HanuMan kosam, chala excited",user_091,movies,facebook,2024-03-16
"amma cheyyi idli taste chalaaa bagundi, miss undhi nenu",user_097,food,instagram,2024-06-17
"data science update release ayyindi, bugs fix ayyai",user_012,technology,facebook,2024-03-27
"Realme vs OnePlus comparison chudali, which better undhi",user_027,technology,instagram,2024-06-14
"coding project complete chesanu, chaala santhosham nEnu",user_022,technology,instagram,2024-03-14
"Sunday special gongura chicken chestanu, family all ishtham",user_097,food,facebook,2024-03-04
"tech conference ee rooju, mobile talk chalaaa manchii",user_026,technology,facebook,2024-01-27
"MP minister constituency development chesadu, chaala manchii",user_070,politics,instagram,2024-06-12
"tech conference ee roju, app talk chaala manchi",user_010,technology,facebook,2024-01-19
"MLA speech baagundi ledu, promises only chestunnadu",user_010,politics,telegram,2024-04-28
"cinema choodali vellaali eeroju, HanuMan release ayyindi",user_055,movies,telegram,2024-01-16
"movie review: Kalki story baagundi, visuals chalaaa manchii",user_048,movies,telegram,2024-01-24
"political rally loo crowd chaala ekkuva, speech inspiring unndi",user_014,politics,twitter,2024-01-05
"last over chaala thrilling ga unndi, CSK won by 2 runs",user_048,cricket,whatsapp,2024-05-18
"ott release repuu Guntur Kaaram, manam choodali together intlo lo",user_044,movies,facebook,2024-05-10
"hero introduction scene chaala manchi ga, whistle vesamu",user_073,movies,telegram,2024-01-22
"traffic chalaaa ekkuva ee rooju, office late ayyanu",user_020,general,youtube,2024-05-10
"traffic chala ekkuva ee rooju, office late ayyanu",user_049,general,whatsapp,2024-04-08
"Guntur Kaaram bgm chalaaa bagundi, oka sari vintanu",user_021,movies,twitter,2024-04-25
"app crash avutundi, fix how telusuu ledu naenu",user_004,technology,twitter,2024-01-06
"amma cheyyi vanta new branch open ayyindi, ee rooju try chedam",user_144,food,instagram,2024-03-29
"app crash avutundi, fix how telusu ledu nenu",user_045,technology,instagram,2024-05-11
"YSRCP government new scheme announce chesindi, manchi ga undhi",user_013,politics,instagram,2024-02-09
"YSRCP government new scheme announce chesindi, manchii undhi",user_070,politics,youtube,2024-01-08
"mobile update release ayyindi, bugs fix ayyai",user_013,technology,instagram,2024-03-18
"election results repuu vastunnai, vote chesara nuvu",user_013,politics,twitter,2024-03-05
"naenu new book reading chesanu, chala interesting undi",user_004,general,twitter,2024-02-13
"diet follow chesanu, weight reduce avutundi slowly",user_068,health,facebook,2024-02-06
"restaurant lo mirchi bajji order chesanu, taste chalaa manchii",user_011,food,instagram,2024-01-23
"morning walk velali naenu, fresh ga anipistuntundi chesanu",user_062,general,youtube,2024-03-13
"exam hall ticket download chesanu, ready undi nenu",user_068,education,twitter,2024-03-24
"Kalki bgm chala bagundi, oka sari vintanu",user_128,movies,instagram,2024-03-03
"pulihora chala bagundhi, MTR l0 tinaali velali manamu",user_038,food,facebook,2024-02-20
"political rally lo crowd chala ekkuva, speech inspiring undi",user_007,politics,facebook,2024-03-21
"Hotel Shadab lo roti curry best unndi, price also reasonable",user_122,food,youtube,2024-02-13
"biryani recipe try chesanu, chalaaa easy ga unndi",user_003,food,whatsapp,2024-06-03
"drinking water chalaa ekkuva undi, health improve avutundi",user_011,health,twitter,2024-05-23
"Allu Arjun performance chalaaa manchi ga, fans happy unnaru",user_067,movies,facebook,2024-05-22
"online class lo software nerchukunna, chaala useful",user_032,technology,twitter,2024-06-30
"Sunday special pulihora chestanu, family all istam",user_040,food,twitter,2024-05-16
"app crash avutundi, fix how telsu ledhu nenu",user_012,technology,twitter,2024-01-16
"exam hall ticket download chesanu, ready undhi naenu",user_023,education,facebook,2024-01-21
"morning walk vellaali nEnu, fresh ga anipistundi chesanu",user_014,general,facebook,2024-05-18
"cricket match bagundhi undi yaar, CSK vs PBKS epic ga unndi",user_061,cricket,twitter,2024-04-07
"new iPhone launch ayyindi, features chalaaa manchi",user_004,technology,twitter,2024-01-18
"ticket book chesanu Pushpa 2 koosam, chalaa excited",user_032,movies,whatsapp,2024-05-26
"tech conference ee rooju, AI talk chalaa manchi",user_045,technology,twitter,2024-06-29
"chemistry paper chalaa easy ga unndi, confident ga rasanu",user_035,education,twitter,2024-03-14
"team selection bagundhi ledu, Hardik ledhu select chesaru",user_016,cricket,instagram,2024-02-05
"politics loo corruption chaala ekkuva unndi, change kaavali",user_010,politics,twitter,2024-03-04
SRH win chesindi bro! celebration time unndi,user_072,cricket,twitter,2024-04-06
"budget announce chesindi, tax changes ledu bagundi",user_007,politics,youtube,2024-01-31
"Dragon movie chalaaa baagundi, Allu Arjun acting super unndi",user_032,movies,twitter,2024-05-14
"Jadeja batting chaala bagundhi, fan undi nenu",user_001,cricket,telegram,2024-06-21
"IPL finals eeroju chudali, chala excited nenu",user_014,cricket,youtube,2024-06-06
"IPL season start ayyindi, chalaa excited ga baga nenu",user_041,cricket,instagram,2024-03-28
RCB win chesindi bro! celebration time unndi,user_022,cricket,facebook,2024-03-29
"software paani at naenu, laptop use undhi",user_006,technology,twitter,2024-02-10
"semester results manchi ga, family santosham undhi",user_127,education,twitter,2024-03-22
"Hotel Shadab lo roti curry best undi, price also reasonable",user_025,food,facebook,2024-06-19
"software update release ayyindi, bugs fix ayyai",user_013,technology,facebook,2024-05-24
DC win chesindi bro! celebration time undi,user_059,cricket,telegram,2024-05-26
"team selection bagundi ledu, Rohit ledu select chesaru",user_053,cricket,facebook,2024-03-03
"hero introduction scene chalaaa manchi ga, whistle vesamu",user_011,movies,facebook,2024-01-13
"data science course join chesanu, chaala useful undhi",user_037,technology,instagram,2024-03-26
"JEE result repu vastundi, nervous ga undi naenu",user_068,education,instagram,2024-06-01
"shopping ki vellali repu, new clothes kavalli naenu",user_004,general,whatsapp,2024-05-21
"iPhone vs Google Pixel comparison chuudali, which better undi",user_022,technology,twitter,2024-04-30
"new policy announce chesindi, citizens anipistundi santosham",user_013,politics,twitter,2024-06-05
"data science course join chesanu, chalaaa useful unndi",user_009,technology,instagram,2024-05-06
"laptop chaala interesting, learn kavali nEnu",user_032,technology,facebook,2024-05-21
"nenu new book reading chesanu, chalaa interesting undi",user_066,general,instagram,2024-06-28
"data science course join chesanu, chalaaa useful undhi",user_006,technology,youtube,2024-02-26
"MP CM constituency development chesadu, chalaaa manchi",user_013,politics,facebook,2024-03-25
"cooking chesanu today, dosa chalaa tasty ayyindi",user_027,food,instagram,2024-02-12
"CM speech baagundi ledu, promises only chestunnadu",user_085,politics,instagram,2024-06-26
"IPL finals eeroju chudali, chala excited nenu",user_085,cricket,telegram,2024-03-26
"gym velali nenu ee roju, fitness chala important",user_113,health,telegram,2024-01-14
"amma cheyyi vanta lo dosa best undi, price also reasonable",user_083,food,twitter,2024-03-08
"pesarattu recipe try chesanu, chala easy ga undi",user_065,food,instagram,2024-04-06
"ott release repuu Guntur Kaaram, manamu chuudali together intloo l0",user_044,movies,youtube,2024-02-23
"politics loo corruption chalaa ekkuva undi, change kaavali",user_031,politics,twitter,2024-05-18
"online class l0 laptop nerchukunna, chala useful",user_078,technology,twitter,2024-05-30
"restaurant lo dosa order chesanu, taste chalaaa manchii",user_001,food,twitter,2024-06-30
"back pain undhi nEnu, doctor at vellali ee roju",user_084,health,linkedin,2024-04-21
"Ram Charan dialogue delivery chaala baagundi, goosebumps vachindi",user_011,movies,facebook,2024-01-06
"KL Rahul batting chalaaa bagundhi, fan undhi nEnu",user_005,cricket,facebook,2024-05-08
"cricket undi chalaa interesting, DC vs CSK ee weekend",user_026,cricket,twitter,2024-05-26
"library l0 study chesanu, peaceful ga undi",user_098,education,facebook,2024-01-16
"ticket book chesanu HanuMan kosam, chaala excited",user_003,movies,twitter,2024-02-18
"Google Pixel vs Samsung comparison chuudali, which better unndi",user_009,technology,twitter,2024-02-29
"cooking chesanu today, gongura chicken chaala tasty ayyindi",user_016,food,twitter,2024-04-12
"new policy announce chesindi, citizens anipistuntundi santhosham",user_145,politics,twitter,2024-03-02
"lunch l0 pesarattu tinna, chaala santhosam nEnu",user_110,food,facebook,2024-02-02
"restaurant lo biryani order chesanu, taste chalaaa manchii",user_092,food,instagram,2024-03-30
"Prabhas dialogue delivery chalaaa bagundi, goosebumps vachindi",user_027,movies,facebook,2024-03-09
"weekend plans emi undhi, suggest cheyyandi",user_012,general,twitter,2024-06-30
"diet follow chesanu, weight reduce avutundi slowly",user_038,health,instagram,2024-06-06
"new Samsung launch ayyindi, features chaala manchi ga",user_012,technology,facebook,2024-03-25
"friends tho group study chesamu, chaala helpful undi",user_025,education,twitter,2024-01-17
"last over chaala thrilling ga undhi, India won by 2 runs",user_026,cricket,telegram,2024-03-29
"library loo study chesanu, peaceful ga unndi",user_092,education,twitter,2024-05-02
"amma cheyyi biryani taste chala bagundhi, miss undi nenu",user_094,food,instagram,2024-02-03
"ticket book chesanu Kalki koosam, chalaaa excited",user_025,movies,youtube,2024-05-28
"food delivery order chesanu, mirchi bajji ravali kosam waiting undhi naenu",user_027,food,facebook,2024-02-15
"AI chalaa interesting, learn kaavali nenu",user_028,technology,facebook,2024-02-18
"Realme vs OnePlus comparison choodali, which better unndi",user_009,technology,twitter,2024-01-19
"restaurant lo biryani order chesanu, taste chala manchii",user_033,food,youtube,2024-01-23
"movie review: Devara story bagundi, visuals chaala manchi",user_015,movies,instagram,2024-04-27
"health checkup chesanu, doctor said bagundi undhi all",user_118,health,twitter,2024-01-28
"dosa recipe try chesanu, chala easy ga undhi",user_011,food,twitter,2024-06-30
"semester results manchi, family santhosam unndi",user_047,education,youtube,2024-03-21
"movie review: Kalki story bagundi, visuals chalaa manchi ga",user_011,movies,facebook,2024-02-02
DC win chesindi bro! celebration time undhi,user_040,cricket,twitter,2024-06-07
"semester results manchii, family santhosham unndi",user_025,education,facebook,2024-04-04
"MLA speech bagundhi ledu, promises only chestunnadu",user_081,politics,telegram,2024-06-24
"ChatGPT chalaaa interesting, learn kavali nEnu",user_079,technology,facebook,2024-06-01
"politics lo corruption chalaa ekkuva unndi, change kavali",user_139,politics,twitter,2024-05-03
"movie review: Kalki story bagundi, visuals chalaa manchi ga",user_025,movies,telegram,2024-01-09
"politics loo corruption chalaa ekkuva undhi, change kavali",user_139,politics,twitter,2024-02-20
"tech conference ee rooju, laptop talk chalaa manchii",user_026,technology,telegram,2024-02-21
"Samsung vs Google Pixel comparison chuudali, which better undi",user_006,technology,twitter,2024-02-02
"MP minister constituency development chesadu, chala manchii",user_088,politics,telegram,2024-06-14
"software paani at nEnu, mobile use unndi",user_037,technology,twitter,2024-04-21
"Dhoni century kottadu, chala manchi performance",user_057,cricket,instagram,2024-02-04
"data science update release ayyindi, bugs fix ayyai",user_010,technology,youtube,2024-02-14
"tech conference eeroju, app talk chalaaa manchii",user_059,technology,facebook,2024-06-04
"drinking water chala ekkuva undi, health improve avutundi",user_095,health,twitter,2024-01-11
"exam hall ticket download chesanu, ready undi nEnu",user_032,education,facebook,2024-02-15
"Paradise new branch open ayyindi, eeroju try chedam",user_046,food,facebook,2024-03-14
"Jadeja batting chaala baagundi, fan undhi naenu",user_036,cricket,instagram,2024-06-23
"pesarattu recipe try chesanu, chala easy ga undi",user_006,food,whatsapp,2024-02-29
"social media chala time waste, limit cheyyali",user_132,general,facebook,2024-06-08
"ott release repu Salaar, manamu chuudali together intloo l0",user_028,movies,instagram,2024-04-01
"MP opposition leader constituency development chesadu, chalaaa manchii",user_071,politics,instagram,2024-03-13
DC win chesindi bro! celebration time unndi,user_081,cricket,telegram,2024-01-23
"amma cheyyi pulihora taste chalaaa baagundi, miss undhi nEnu",user_008,food,instagram,2024-01-21
"political rally loo crowd chalaa ekkuva, speech inspiring undhi",user_002,politics,twitter,2024-04-16
"diet follow chesanu, weight reduce avutundi slowly",user_009,health,instagram,2024-04-06
match chudali ante manam vellali stadium kii,user_004,cricket,twitter,2024-05-26
"budget announce chesindi, tax changes ledu baagundi",user_032,politics,twitter,2024-03-16
"BRS government new scheme announce chesindi, manchi undhi",user_012,politics,linkedin,2024-03-29
"pulihora recipe try chesanu, chalaa easy ga undhi",user_134,food,instagram,2024-05-15
"data science course join chesanu, chaala useful undhi",user_009,technology,instagram,2024-04-19
"app update release ayyindi, bugs fix ayyai",user_045,technology,instagram,2024-04-22
"IPL finals ee roju chudali, chaala excited naenu",user_061,cricket,instagram,2024-03-04
"iPhone vs iPhone comparison chuudali, which better unndi",user_012,technology,twitter,2024-04-29
"Python update release ayyindi, bugs fix ayyai",user_022,technology,youtube,2024-05-26
"political rally lo crowd chalaa ekkuva, speech inspiring unndi",user_141,politics,facebook,2024-06-02
"meditation start chesanu, mind chaala peaceful ga undi",user_029,general,facebook,2024-03-12
"restaurant lo roti curry order chesanu, taste chalaa manchi ga",user_029,food,facebook,2024-02-02
"gym vellali nEnu ee rooju, fitness chalaaa important",user_050,health,facebook,2024-04-09
"Mahesh performance chala manchi, fans happy unnaaru",user_004,movies,facebook,2024-01-12
"Sunday special pesarattu chestanu, family all ishtham",user_042,food,telegram,2024-04-29
"Vijay Deverakonda performance chalaa manchi, fans happy unnrau",user_015,movies,twitter,2024-04-05
"library l0 study chesanu, peaceful ga unndi",user_011,education,instagram,2024-03-18
"exam hall ticket download chesanu, ready undi nenu",user_039,education,instagram,2024-05-28
"new iPhone launch ayyindi, features chaala manchi ga",user_004,technology,whatsapp,2024-02-20
"Virat batting chaala bagundi, fan undi naenu",user_040,cricket,twitter,2024-03-23
"coding project complete chesanu, chalaa santhosham nEnu",user_012,technology,twitter,2024-02-09
"friends too outing ki vellali repu, excited naenu",user_004,general,instagram,2024-03-14
"dosa chalaaa bagundhi, Paradise lo tinaali vellali mnam",user_033,food,facebook,2024-01-28
"ott release rrepu Dragon, manam chudali together intlo l0",user_009,movies,twitter,2024-04-14
"family trip plan chesamu, chaala excited everyone",user_014,general,instagram,2024-05-10
"health checkup chesanu, doctor said bagundi unndi all",user_022,health,twitter,2024-02-13
"IPL finals eeroju chudali, chaala excited nEnu",user_005,cricket,twitter,2024-06-02
"amma cheyyi vanta lo pulihora best undhi, price also reasonable",user_046,food,facebook,2024-02-06
"Pushpa 2 movie chalaaa bagundhi, Allu Arjun acting super undi",user_102,movies,instagram,2024-04-20
"roti curry recipe try chesanu, chalaa easy ga undhi",user_105,food,instagram,2024-01-21
"family trip plan chesamu, chaala excited everyone",user_034,general,instagram,2024-05-19
"election results repu vastunnai, vote chesara nuvvuu",user_089,politics,instagram,2024-03-24
"new policy announce chesindi, citizens anipstundi santhosham",user_013,politics,instagram,2024-04-18
"Guntur Kaaram movie chalaaa bagundhi, Allu Arjun acting super undi",user_017,movies,facebook,2024-01-07
"data science course join chesanu, chaala useful undi",user_006,technology,facebook,2024-05-30
"Dhoni century kottadu, chaala manchii performance",user_005,cricket,twitter,2024-01-25
"coding project complete chesanu, chaala santhosham nenu",user_015,technology,instagram,2024-05-28
"ott release rrepu Guntur Kaaram, manam chudali together intloo lo",user_001,movies,twitter,2024-06-27
"pharmacy lo appointment fix chesanu, waiting unndi nEnu",user_021,health,instagram,2024-01-09
"weekend plans emi unndi, suggest cheyyandi",user_103,general,facebook,2024-05-05
"morning walk vellali naenu, fresh ga anipstundi chesanu",user_035,general,facebook,2024-05-07
"interval block chalaaa thrilling, Salaar hit avutundi anipistundi",user_059,movies,youtube,2024-04-23
"shopping ki velali repuu, new clothes kavali naenu",user_035,general,facebook,2024-03-17
"new iPhone launch ayyindi, features chaala manchi",user_009,technology,twitter,2024-01-08
"new year resolution follow chesanu, manchii progress",user_054,general,twitter,2024-04-23
"ott release repuu HanuMan, mnam chudali together intlo l0",user_018,movies,instagram,2024-01-30
"software pani at nenu, mobile use undhi",user_015,technology,instagram,2024-04-05
"stomach issue unndi naenu, doctor at velali ee roju",user_042,health,facebook,2024-01-05
"ee week chalaaa busy ga unndi, tired anipstundi naenu",user_004,general,instagram,2024-06-29
"ticket book chesanu Guntur Kaaram kosam, chalaaa excited",user_048,movies,facebook,2024-01-11
"Pushpa 2 movie chala bagundi, Vijay Deverakonda acting super undi",user_021,movies,instagram,2024-02-06
"IPL season start ayyindi, chala excited ga baga naenu",user_058,cricket,telegram,2024-02-18
"friends thoo group study chesamu, chaala helpful unndi",user_005,education,facebook,2024-03-05
"ee roju chala bagundi ga undhi, santhosham nenu",user_004,general,facebook,2024-05-02
"laptop update release ayyindi, bugs fix ayyai",user_033,technology,facebook,2024-02-16
"Paradise new branch open ayyindi, ee roju try chedam",user_033,food,linkedin,2024-02-12
"hero introduction scene chaala manchi, whistle vesamu",user_028,movies,twitter,2024-05-28
"Pushpa 2 bgm chalaaa bagundhi, oka sari vintanu",user_001,movies,telegram,2024-03-03
"Sunday special mirchi bajji chestanu, family all ishtham",user_032,food,facebook,2024-02-24
"hero introduction scene chalaa manchi, whistle vesamu",user_001,movies,facebook,2024-01-30
match chudali ante manam vellaali stadium ku,user_013,cricket,linkedin,2024-04-13
"gym vellaali nenu ee rooju, fitness chalaaa important",user_064,health,instagram,2024-06-02
"MLA speech baagundi ledu, promises only chestunnadu",user_020,politics,instagram,2024-04-11
TDP vs AAP debate chalaaa intense ga undi,user_085,politics,twitter,2024-04-11
"interval block chalaaa thrilling, Pushpa 2 hit avutundi anipistundi",user_007,movies,twitter,2024-05-04
"political rally lo crowd chala ekkuva, speech inspiring unndi",user_067,politics,instagram,2024-01-28
"amma cheyyi roti curry taste chalaaa baagundi, miss undi nenu",user_043,food,facebook,2024-04-28
"shopping ki velali repu, new clothes kaavali nEnu",user_024,general,facebook,2024-06-20
"health checkup chesanu, doctor said bagundhi undhi all",user_041,health,instagram,2024-04-27
"lunch loo mirchi bajji tinna, chala santosham naenu",user_014,food,instagram,2024-02-25
"food delivery order chesanu, dosa raaavaali kosaam waiting undhi naenu",user_047,food,telegram,2024-02-25
"music listen chesanu, anipstundi manchi ga ippude",user_014,general,twitter,2024-03-25
"election campaign start ayyindi, manamu vote kosam TDP",user_096,politics,twitter,2024-05-06
"software paani at nenu, AI use undhi",user_022,technology,whatsapp,2024-05-20
"tuition at maths nerchukunna, concept clear ayyindi",user_088,education,youtube,2024-04-12
"Hotel Shadab new branch open ayyindi, ee roju try chedam",user_053,food,facebook,2024-04-28
"iPhone vs OnePlus comparison chudali, which better unndi",user_026,technology,twitter,2024-05-16
"last over chaala thrilling ga undi, RCB won by 2 runs",user_073,cricket,twitter,2024-02-29
"health checkup chesanu, doctor said baagundi unndi all",user_014,health,twitter,2024-04-26
"friends too group study chesamu, chalaaa helpful undi",user_019,education,facebook,2024-04-07
"laptop chalaa interesting, learn kaavali nenu",user_074,technology,instagram,2024-06-17
"cricket unndi chaala interesting, DC vs RCB ee weekend",user_014,cricket,facebook,2024-05-30
"cricket match baagundi undi yaar, CSK vs PBKS epic ga undhi",user_059,cricket,instagram,2024-01-19
"election campaign start ayyindi, mnam vote kosaam AAP",user_013,politics,instagram,2024-05-06
"food delivery order chesanu, mirchi bajji ravali koosam waiting undi nenu",user_008,food,telegram,2024-01-22
"cooking chesanu today, pesarattu chalaaa tasty ayyindi",user_042,food,facebook,2024-06-25
"diet follow chesanu, weight reduce avutundi slowly",user_037,health,instagram,2024-05-14
"Sunday special pulihora chestanu, family all istam",user_003,food,instagram,2024-04-10
"IPL finals ee roju chudali, chalaa excited naenu",user_040,cricket,twitter,2024-05-08
"online class lo laptop nerchukunna, chalaaa useful",user_006,technology,instagram,2024-05-24
"roti curry chaala bagundhi, amma cheyyi vanta loo tinaali velali manam",user_016,food,whatsapp,2024-04-22
"drinking water chalaaa ekkuva undi, health improve avutundi",user_121,health,facebook,2024-03-28
"MTR new branch open ayyindi, ee roju try chedam",user_023,food,twitter,2024-05-22
"yoga start chesanu, stress chalaaa reduce ayyindi",user_064,health,twitter,2024-01-08
"friends thoo outing ki vellali repuu, excited nEnu",user_008,general,telegram,2024-01-11
"BJP government new scheme announce chesindi, manchii unndi",user_089,politics,instagram,2024-05-12
"last over chala thrilling ga unndi, India won by 2 runs",user_129,cricket,telegram,2024-05-23
"new Samsung launch ayyindi, features chaala manchi ga",user_051,technology,instagram,2024-02-23
"Rohit century kottadu, chala manchi performance",user_072,cricket,instagram,2024-04-28
"dosa recipe try chesanu, chala easy ga undi",user_043,food,instagram,2024-03-30
"new Google Pixel launch ayyindi, features chaala manchi ga",user_099,technology,twitter,2024-06-11
"cinema choodali velali eeroju, Dragon release ayyindi",user_003,movies,twitter,2024-02-28
"tuition at maths nerchukunna, concept clear ayyindi",user_041,education,instagram,2024-05-09
"study chesanu physics kosam, chalaa difficult undi",user_005,education,instagram,2024-01-06
"movie review: Pushpa 2 story bagundi, visuals chalaa manchi ga",user_027,movies,instagram,2024-05-14
"food delivery order chesanu, biryani ravali kosaam waiting unndi nEnu",user_037,food,instagram,2024-06-19
"Google Pixel vs OnePlus comparison chudali, which better unndi",user_012,technology,youtube,2024-04-10
"ticket book chesanu Devara koosam, chalaa excited",user_001,movies,twitter,2024-04-11
"movie review: Kalki story bagundi, visuals chalaaa manchi ga",user_001,movies,instagram,2024-05-21
"gym vellali nenu ee rooju, fitness chala important",user_038,health,twitter,2024-06-09
"social media chalaaa time waste, limit cheyyali",user_085,general,telegram,2024-03-07
Congress vs BJP debate chala intense ga undi,user_008,politics,instagram,2024-04-11
"cinema choodali vellaali eeroju, Guntur Kaaram release ayyindi",user_087,movies,telegram,2024-01-25
"data science course join chesanu, chalaa useful undhi",user_033,technology,twitter,2024-05-29
"IPL season start ayyindi, chaala excited ga baga nenu",user_040,cricket,instagram,2024-02-27
"meditation start chesanu, mind chala peaceful ga unndi",user_014,general,whatsapp,2024-03-29
"software pani at nenu, data science use unndi",user_022,technology,facebook,2024-05-11
"app crash avutundi, fix how telusu ledhuu nenu",user_006,technology,twitter,2024-02-20
"app crash avutundi, fix how telsu ledu nEnu",user_025,technology,linkedin,2024-04-30
"Hotel Shadab lo mirchi bajji best undhi, price also reasonable",user_003,food,youtube,2024-05-20
"data science course join chesanu, chalaa useful undi",user_006,technology,instagram,2024-05-16
"data science course join chesanu, chalaa useful unndi",user_004,technology,telegram,2024-01-26
"weekend plans emi undi, suggest cheyyandi",user_044,general,facebook,2024-04-26
"politics loo corruption chalaaa ekkuva undi, change kavali",user_014,politics,facebook,2024-02-04
"back pain chalaaa ekkuva undhi, rest teesukuntunna",user_018,health,twitter,2024-03-15
"meditation start chesanu, mind chaala peaceful ga undi",user_034,general,instagram,2024-01-21
"MP MLA constituency development chesadu, chalaa manchii",user_007,politics,twitter,2024-06-14
"cooking chesanu today, biryani chala tasty ayyindi",user_065,food,instagram,2024-01-06
"ticket book chesanu Devara koosam, chalaa excited",user_059,movies,facebook,2024-02-16
"HanuMan movie chala bagundi, Prabhas acting super unndi",user_107,movies,twitter,2024-06-29
"diet follow chesanu, weight reduce avutundi slowly",user_083,health,twitter,2024-06-18
"app crash avutundi, fix how telsu ledu nenu",user_021,technology,instagram,2024-03-25
"study chesanu computer science kosam, chaala difficult undi",user_048,education,instagram,2024-02-07
"coding project complete chesanu, chala santosham nenu",user_056,technology,twitter,2024-01-11
"yoga start chesanu, stress chalaa reduce ayyindi",user_018,health,twitter,2024-06-04
"software panni at naenu, laptop use undhi",user_056,technology,linkedin,2024-03-28
"new year resolution follow chesanu, manchi progress",user_087,general,facebook,2024-05-03
"lunch lo biryani tinna, chala santhosham nenu",user_042,food,telegram,2024-01-02
"EAMCET result rrepu vastundi, nervous ga undhi nEnu",user_099,education,instagram,2024-06-29
